category,manufacturer,model,price,weight,size,batteryLife,maxRuntime,tags,handType,dof,payload,speed,terrain,ipRating,ageRange,website,image,video,gallery,description,releaseDate
outdoor,Yujin Robot,GoCart 180,Not disclosed,130 kg,73x52.5x42 cm,,,delivery;autonomous;commercial;logistics;industrial;inspection;autonomous-nav,,,180 kg,1 m/s,,,,https://yujinrobot.com/en/products/standard-amr/gocart-180,images/outdoor/yujin-robot-gocart-180.webp,,,ISO 13482-certified autonomous logistics robot for hospitals and factories.,2024
outdoor,Doog,Thouzer,Not disclosed,,large,,Up to 20 km range,garden;commercial;industrial;inspection;autonomous,,,120 kg,1.7 m/s,,,,https://doog-inc.com/en/type-transport/,images/outdoor/doog-thouzer.webp,,,Autonomous follow-me transport cart carrying 120kg indoors and outdoors.,2015
outdoor,ZMP,CarriRo Delivery,Not disclosed,,65x96x96 cm,,,commercial;autonomous;delivery;inspection;ai-powered;autonomous-nav,,,50 kg,1.7 m/s,,,,https://www.zmp.co.jp/en/products/robocar/carriro-delivery,images/outdoor/zmp-carriro-delivery.webp,,,Autonomous sidewalk last-mile delivery robot with 360-degree lidar and camera sensing.,2017
outdoor,Hippobot,Automatic Pool Skimmer H1,~400 USD,4.8 kg,52x45x19 cm,12 h,12 h,pool-clean;consumer;solar;ai-powered,,,,,pool surface,IP68,,https://www.hippo-bot.com/products/automatic-pool-skimmer-h1,images/outdoor/hippobot-automatic-pool-skimmer-h1.webp,,,Cordless solar-rechargeable robotic pool surface skimmer with mapping and IP68 rating.,2025
outdoor,Poolstar,Aquajack 800,Not disclosed,,,240 min,240 min,pool-clean;consumer;wall-climb;cordless,,,,,pool floor and walls,,,https://www.cnpoolstar.com/product/aquajack-800-cordless-robotic-pool-cleaner-440.html,,,,Cordless wall-climbing robotic pool cleaner with sonar navigation and dual batteries.,2025
outdoor,Geakita,PC200,Not disclosed,,,90 min,90 min,pool-clean;consumer;wall-climb;cordless,,,,,pool up to 50 sqm,,,https://www.geakita.com/en/,images/outdoor/geakita-pc200.webp,,,Cordless app-controlled robotic pool cleaner for in-ground pools with wall climbing.,
outdoor,Smonet,CR6 Pro,Not disclosed,,,150 min,150 min,pool-clean;consumer;wall-climb;cordless,,,,,pool up to 2000 sq ft,,,https://www.smonet.com/products/robotic-pool-cleaner/cr6-smonet-cordless-robotic-pool-cleaner/,images/outdoor/smonet-cr6-pro.webp,,,Cordless triple-motor pool cleaner with SonarNav navigation and self-parking.,2024
outdoor,Kärcher,RCX 6,~3586 USD,Not disclosed,medium,,Not disclosed,lawn-mow;autonomous-nav;ai-powered;consumer,,,,Not disclosed,slopes up to 70%,,,https://www.kaercher.com/int/home-garden/robotic-lawn-mowers/rcx-6-12697600.html,images/outdoor/kaercher-rcx-6.webp,,,Wire-free all-wheel-drive robot mower with RTK GPS and AI camera.,2024
outdoor,STIGA,A 1500,Not disclosed,,medium,,,lawn-mow;autonomous-nav;consumer,,,,,lawn,,,https://www.stiga.com/int/2r7102028-st1-stig-a-1500.html,images/outdoor/stiga-a-1500.webp,,,Wire-free robot mower covering 2500 square meters with RTK AGS navigation.,2023
outdoor,ECHO,TM-2000 Turf Mower,Not disclosed,Not disclosed,large,,,lawn-mow;autonomous-nav;commercial,,,,1.0 m/s,large turf fields,,,https://www.echo-usa.com/turf-mowers/tm-2000-turf-mower,images/outdoor/echo-tm-2000-turf-mower.webp,,,Commercial multi-deck robotic turf mower covering up to six acres.,2018
outdoor,Maytronics,Dolphin Liberty 200,949 USD,8.1 kg,small,,90 min,pool-clean;consumer,,,,,,,,https://www.maytronics.com/en-us/store/residential-pools/best-value-cleaners/dolphin-liberty-200/99998120-US.html,images/outdoor/maytronics-dolphin-liberty-200.webp,,,Cordless robotic pool cleaner with magnetic inductive charging dock.,2023
outdoor,Maytronics,Dolphin Explorer E70,2099 USD,11 kg,medium,,,pool-clean;consumer,,,,,,,,https://www.maytronics.com/en-us/store/residential-pools/best-performance-cleaners/dolphin-explorer-e70/99996712-XP.html,images/outdoor/maytronics-dolphin-explorer-e70.webp,,,Premium corded robotic cleaner with waterline scrubbing and app control.,2022
outdoor,Dreame,Z1 Pro,1499 USD,,medium,,300 min,pool-clean;ai-powered;consumer,,,,,,,,https://www.dreametech.com/products/z1-pro-pool-cleaner,images/outdoor/dreame-z1-pro.webp,,,Cordless robotic pool cleaner with LiFi remote and 8000 GPH suction.,2025
outdoor,Wybot,S3,2999 USD,,medium,,,pool-clean;ai-powered;consumer,,,,,,,,https://www.eu.wybotpool.com/products/wybot-s3-self-emptying-robotic-pool-cleaner-3d-mapping-ai-vision,images/outdoor/wybot-s3.webp,,,Self-emptying robotic pool cleaner with 3D mapping and AI vision.,2025
outdoor,Beatbot,Sora 30,799 USD,,medium,,300 min,pool-clean;ai-powered;consumer,,,,,,,,https://beatbot.com/pages/beatbot-sora-30,images/outdoor/beatbot-sora-30.webp,,,"Cordless pool robot cleaning floor, walls, waterline and shallow water.",2026
outdoor,Beatbot,AquaSense X,Not disclosed,,medium,,,pool-clean;ai-powered;consumer,,,,,,,,https://beatbot.com/products/aquasense-x,images/outdoor/beatbot-aquasense-x.webp,,,Cordless AI pool robot with a self-cleaning maintenance dock.,2026
outdoor,Aiper,Scuba S1 Pro,~1099 USD,,medium,,180 min,pool-clean;consumer,,,,,,,,https://aiper.com/us/aiper-scuba-series/aiper-scuba-s1-pro,images/outdoor/aiper-scuba-s1-pro.webp,,,Cordless in-ground pool robot with horizontal waterline cleaning.,2024
outdoor,Aiper,Surfer S2,~400 USD,,small,,35 hr,pool-clean;consumer,,,,,,,,https://aiper.com/us/aiper-surfer-s2,images/outdoor/aiper-surfer-s2.webp,,,Solar-powered robotic surface skimmer with obstacle-avoidance sensors.,2025
outdoor,Pondee,X2,Not disclosed,3.7 kg,small,,200 min,pool-clean;consumer,,,,,,,,https://pondeepoolcleaner.com/,,,,Cordless robotic pool vacuum with 200-minute runtime and auto-parking.,2026
outdoor,Hayward,AquaVac 650,~2000 USD,Not disclosed,medium,,,pool-clean;consumer,,,,,,,,https://www.hayward-pool.com/shop/en/pools/aquavac-650-robotic-cleaner,images/outdoor/hayward-aquavac-650.webp,,,Filterless robotic pool cleaner with hydrocyclone debris canister and Wi-Fi.,2019
outdoor,Pentair,Prowler 930W,~1900 USD,7.5 kg,medium,,,pool-clean;consumer,,,,,,,,https://www.pentair.com/en-us/products/residential/pool-spa-equipment/pool-cleaners/prowler_930_roboticingroundcleaner.html,images/outdoor/pentair-prowler-930w.webp,,,"Wi-Fi robotic inground pool cleaner scrubbing floors, walls and waterline.",2020
outdoor,Nivoso,Autonomous Snow-Clearing Robot,12000 USD,,large,,,snow-removal;autonomous-nav;commercial,,,,,driveways and sidewalks,,,https://nivoso.com/collections/nivoso-autonomous-snow-clearing-robot,images/outdoor/nivoso-autonomous-snow-clearing-robot.webp,,,Self-activating autonomous snow robot with rotary brush for driveways.,2024
outdoor,FarmBot,Genesis XL v1.8,4395 USD,,large,,,garden;autonomous-nav;programmable;consumer,,,,,raised garden beds,,,https://farm.bot/products/farmbot-genesis-xl-v1-8,images/outdoor/farmbot-genesis-xl-v1-8.webp,,,"Open-source CNC garden robot that seeds, waters and weeds beds.",2025
outdoor,Serve Robotics,Gen3 Delivery Robot,Not disclosed,,medium,,,delivery;autonomous-nav;ai-powered;commercial,,,23 kg,4.9 m/s,sidewalks,,,https://www.serverobotics.com/,images/outdoor/serve-robotics-gen3-delivery-robot.webp,,,Level-4 sidewalk delivery robot carrying food across US cities.,2024
outdoor,Starship Technologies,Starship Robot,Not disclosed,38 kg,small,,,delivery;autonomous-nav;commercial,,,10 kg,1.8 m/s,sidewalks,,,https://www.starship.xyz/our-robots/,images/outdoor/starship-technologies-starship-robot.webp,,,Six-wheeled autonomous sidewalk robot delivering food and groceries.,2015
outdoor,DoorDash,Dot,Not disclosed,159 kg,large,,,delivery;autonomous-nav;ai-powered;commercial,,,14 kg,8.9 m/s,"roads, bike lanes, sidewalks",,,https://about.doordash.com/en-us/news/doordash-unveils-dot,images/outdoor/doordash-dot.webp,,,"Autonomous electric delivery robot for sidewalks, bike lanes and roads.",2025
outdoor,Avride,Delivery Robot,Not disclosed,,small,,13 hr,delivery;autonomous-nav;ai-powered;commercial,,,20 kg,2.2 m/s,sidewalks and crosswalks,,,https://www.avride.ai/robot,images/outdoor/avride-delivery-robot.webp,,,Four-wheeled autonomous sidewalk delivery robot used on Uber Eats.,2024
outdoor,Coco Robotics,Coco 2,Not disclosed,,medium,,,delivery;autonomous-nav;ai-powered;commercial,,,,5.8 m/s,"sidewalks, streets, bike lanes",,,https://www.cocodelivery.com/,images/outdoor/coco-robotics-coco-2.webp,,,Cooler-sized autonomous urban delivery robot for sidewalks and bike lanes.,2026
outdoor,Cartken,Hauler,Not disclosed,,large,,960 min,delivery;autonomous-nav;ai-powered;commercial;industrial,,,300 kg,2.0 m/s,"concrete, gravel, grass, asphalt",,,https://www.cartken.com/,images/outdoor/cartken-hauler.webp,,,Heavy-duty autonomous hauler robot for indoor and outdoor material transport.,2025
outdoor,Electric Sheep,Verdie,Not disclosed,,medium,,,garden;autonomous-nav;ai-powered;commercial,,,,,lawns and gardens,,,https://www.electricsheep.company/,images/outdoor/electric-sheep-verdie.webp,,,"AI landscaping robot that autonomously edges, trims and blows leaves.",2024
outdoor,Yarbo,Snow Blower S1,Not disclosed,68 kg,large,,,snow-removal;autonomous-nav;ai-powered;consumer,,,,,driveways and walkways,,,https://www.yarbo.com/products/snow-blower-robot,images/outdoor/yarbo-snow-blower-s1.webp,,,Modular two-stage autonomous snow blower with RTK GPS and AI vision.,2023
outdoor,STIGA,A 3000,Not disclosed,,large,,,lawn-mow;autonomous-nav;consumer,,,,,lawn,,,https://www.stiga.com/int/2r9102028-st1-stig-a-3000.html,images/outdoor/stiga-a-3000.webp,,,Wire-free RTK robot mower covering lawns up to 4500 square meters.,2023
outdoor,Worx,Landroid M WR147,600 USD,,small,,,lawn-mow;autonomous-nav;consumer,,,,,lawn,,,https://www.worx.com/landroid-robotic-mower-models.html,images/outdoor/worx-landroid-m-wr147.webp,,,Compact robotic mower for quarter-acre lawns with app scheduling.,2021
outdoor,Worx,Landroid M500 (WR141E),~700 EUR,9.3 kg,medium,,60 min,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 35%,IPX4,,https://eu.worx.com/en/landroid-m500-wr141e/,images/outdoor/worx-landroid-m500-wr141e.webp,,,Boundary-wire mower for 500 m2 gardens with AIA narrow-passage navigation.,2019
outdoor,Worx,Landroid L2000 (WR155E),~1100 EUR,12.7 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 35%,IPX4,,https://eu.worx.com/en/landroid-l2000-wr155e/,images/outdoor/worx-landroid-l2000-wr155e.webp,,,Boundary-wire mower for large 2000 m2 lawns with cut-to-edge function.,2019
outdoor,Worx,Landroid Vision L1300 (WR213E),~1500 USD,14.4 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;obstacle-avoidance;ai-powered;autonomous-nav,none,,,,Slopes up to 30%,IPX5,,https://au.worx.com/shop/cordless-power-tool-battery-voltage/20v/worx-1300m2-landroid-vision-robot-lawn-mower-wr213e/,images/outdoor/worx-landroid-vision-l1300-wr213e.webp,,,"Camera-only wire-free mower for 1300 m2, no boundary wire needed.",2023
outdoor,Worx,Landroid S WR165,999 USD,8.8 kg,small,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 35%,,,https://www.worx.com/landroid-robotic-mower-models.html,images/outdoor/worx-landroid-s-wr165.webp,,,Boundary-wire mower for 1/8-acre lawns with 7-inch floating cutting deck.,2021
outdoor,Robomow,RK1000,1199 USD,13.5 kg,medium,,60 min,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 45%,,,https://www.robomow.com/products/rk-series/detail/rk1000-4008423917208,images/outdoor/robomow-rk1000.webp,,,Boundary-wire mower for 1000 m2 lawns with 21 cm cutting width.,2022
outdoor,Robomow,RK4000,~2000 USD,18 kg,large,,130 min,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 45%,,,https://www.robomow.com/products/rk-series/detail/rk4000-pro-4008423921243,images/outdoor/robomow-rk4000.webp,,,Boundary-wire mower for 4000 m2 lawns with 42 cm cutting width.,2022
outdoor,Robomow,RX20,~600 USD,7.5 kg,small,,180 min,lawn-mow;garden;consumer;autonomous-nav;self-charging,none,,,,Slopes up to 27% (15 deg),,,https://www.robomow.com/products/rx-series,images/outdoor/robomow-rx20.webp,,,Compact boundary-wire mower for small 1/20-acre yards with 7-inch cut.,2021
outdoor,Stihl,iMOW 5,~2173 USD,14 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging;mapping,none,,,,Slopes up to 40%,,,https://www.stihl.com/en/service/the-robotic-lawn-mower-imow,images/outdoor/stihl-imow-5.webp,,,GPS wire-free mower for 1500 m2 lawns with Disc Cut 28 cm channel system.,2023
outdoor,Stihl,iMOW 6 EVO,~3586 USD,15 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging;mapping,none,,,,Slopes up to 45%,,,https://www.stihl.com/en/service/the-robotic-lawn-mower-imow,images/outdoor/stihl-imow-6-evo.webp,,,"GPS wire-free mower for 3000 m2 gardens, EVO faster mowing and 45% slopes.",2023
outdoor,Stihl,iMOW 7 EVO,~4782 USD,16 kg,large,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging;mapping,none,,,,Slopes up to 45%,,,https://www.stihl.com/en/service/the-robotic-lawn-mower-imow,images/outdoor/stihl-imow-7-evo.webp,,,Top-range GPS wire-free mower for 5000 m2 lawns with voice control.,2023
outdoor,Bosch,Indego S+ 500,~900 EUR,7.5 kg,small,,,lawn-mow;garden;consumer;app-control;wifi;mapping;autonomous-nav;self-charging,none,,,0.4 m/s,Slopes up to 27%,,,https://www.bosch-diy.com/gb/en/p/indego-s-500-06008b0202,images/outdoor/bosch-indego-s-plus-500.webp,,,Boundary-wire mower for 500 m2 lawns with LogiCut parallel-line mapping.,2018
outdoor,Einhell,FREELEXO 1200 LCD BT,~750 EUR,11.5 kg,medium,,,lawn-mow;garden;consumer;app-control;autonomous-nav;self-charging,none,,,,Slopes up to 35%,,,https://www.einhell.co.uk/p/4326368-freelexo-1200-lcd-bt/,images/outdoor/einhell-freelexo-1200-lcd-bt.webp,,,Boundary-wire Power X-Change mower for 1200 m2 lawns with Bluetooth app.,2021
outdoor,Einhell,FREELEXO CAM 500,~600 EUR,,small,,,lawn-mow;garden;consumer;app-control;obstacle-avoidance;ai-powered;autonomous-nav;self-charging,none,,,,Slopes up to 35%,,,https://www.einhell.de/en/c/robot-mowers/,images/outdoor/einhell-freelexo-cam-500.webp,,,Camera-guided wire-free mower for 500 m2 with obstacle sensors.,2023
outdoor,Yard Force,NX100i,~1300 USD,,medium,,90 min,lawn-mow;garden;consumer;app-control;wifi;obstacle-avoidance;autonomous-nav;self-charging,none,,,,Slopes up to 40%,,,https://www.yardforceusa.com/product/nx100i-1-3-acre-robot-mower/,images/outdoor/yard-force-nx100i.webp,,,Boundary-wire mower for 1/3 acre with iRadar ultrasonic obstacle avoidance.,2023
outdoor,Mowrator,S1 4WD,3999 USD,~55 kg,large,,,lawn-mow;garden;consumer;remote-control;all-terrain,none,,,,Slopes up to 75%,,,https://mowrator.com/products/mowrator-s1-remote-control-electric-lawn-mower,images/outdoor/mowrator-s1-4wd.webp,,,"Remote-control 4WD mower with 21-inch blade, leaf vacuum and 75% slopes.",2024
outdoor,Greenworks,Optimow 50,~1000 USD,,medium,,150 min,lawn-mow;garden;consumer;app-control;cellular;autonomous-nav;self-charging,none,,,,Slopes up to 35%,,,https://www.greenworkstools.com/products/optimow-50-robotic-lawn-mower-2530102,images/outdoor/greenworks-optimow-50.webp,,,Boundary-wire mower for 3/4 acre with 4G GPS tracking and GreenGuide app.,2024
outdoor,Greenworks,Optimow 25,~750 USD,,medium,,150 min,lawn-mow;garden;consumer;app-control;cellular;autonomous-nav;self-charging,none,,,,Slopes up to 35%,,,https://www.greenworkstools.com/products/optimow-25-robotic-lawn-mower-2529902,images/outdoor/greenworks-optimow-25.webp,,,Boundary-wire mower for 1/2 acre with integrated GPS and app control.,2024
outdoor,Kress,RTKn KR174 (1.25 Acre),2700 USD,12.9 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;mapping;obstacle-avoidance;autonomous-nav,none,,,,Slopes up to 40%,,,https://www.kress.com/en-us/kress-rtk%E2%81%BF-1%C2%BC-acre-robotic-lawn-mower-kr174/,images/outdoor/kress-rtkn-kr174-1-25-acre.webp,,,Antenna-free RTKn mower for 1.25-acre lawns with obstacle avoidance system.,2023
outdoor,Kress,RTKn KR233 (3 Acre),~3500 USD,,large,,,lawn-mow;garden;consumer;app-control;wifi;mapping;obstacle-avoidance;autonomous-nav,none,,,,Slopes up to 45%,,,https://www.kress.com/en-us/kress-rtk%E2%81%BF-3-acre-robotic-lawn-mower-with-oas-obstacle-avoidance-system-kr233/,images/outdoor/kress-rtkn-kr233-3-acre.webp,,,High-capacity antenna-free RTKn mower for 3-acre lawns with OAS.,2023
outdoor,Roborock,RockNeo Q110H,1299 USD,,medium,,,lawn-mow;garden;consumer;app-control;wifi;mapping;visual-slam;obstacle-avoidance;ai-powered;autonomous-nav,none,,,,Slopes up to 45%,,,https://global.roborock.com/pages/roborock-rockneo,images/outdoor/roborock-rockneo-q110h.webp,,,Dual-vision RTK plus VSLAM mower with 3 cm edge cutting and AI mapping.,2026
outdoor,Roborock,RockMow S1,Not disclosed,,medium,,,lawn-mow;garden;consumer;app-control;wifi;mapping;visual-slam;obstacle-avoidance;ai-powered;autonomous-nav,none,,,,Slopes up to 45%,,,https://global.roborock.com/pages/roborock-rockmow,images/outdoor/roborock-rockmow-s1.webp,,,RWD RTK plus VSLAM mower for 1500 m2 gardens with 45% slope handling.,2025
outdoor,Ambrogio,Twenty 29 Elite RTK,1899 USD,,medium,,,lawn-mow;garden;consumer;app-control;cellular;autonomous-nav;self-charging,none,,,,,,,https://www.ambrogiorobot.com/en/models/twenty-29-rtk,images/outdoor/ambrogio-twenty-29-elite-rtk.webp,,,Wire-free RTK mower for medium gardens with AI grass sensor and 4-point blade.,
outdoor,Ambrogio,Quad Elite,Not disclosed,,large,,,lawn-mow;garden;consumer;all-terrain;app-control;autonomous-nav;self-charging,none,,,,Slopes up to 73% (37 deg),,,https://www.glroboticsusa.com/products/ambrogio-quad-elite,images/outdoor/ambrogio-quad-elite.webp,,,4WD electronic-steering mower for steep 37-degree slopes up to 0.86 acre.,
outdoor,Husqvarna,Automower 320 NERA,~3700 USD,13.2 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;mapping;autonomous-nav;self-charging,none,,,,Slopes up to 50%,,,https://www.husqvarna.com/uk/robotic-lawn-mowers/automower-320nera/,images/outdoor/husqvarna-automower-320-nera.webp,,,EPOS satellite wire-free mower for complex 2200 m2 lawns and 50% slopes.,2023
outdoor,Husqvarna,Automower 415X,~2000 USD,9.5 kg,medium,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 40%,IPX5,,https://www.husqvarna.com/us/robotic-lawn-mowers/automower-415x/,images/outdoor/husqvarna-automower-415x.webp,,,Compact boundary-wire mower with GPS theft tracking and hose-washable IPX5 body.,2018
outdoor,Husqvarna,Automower 310 Mark II,~1600 USD,9.4 kg,medium,,,lawn-mow;garden;consumer;app-control;autonomous-nav;self-charging,none,,,,Slopes up to 40%,,,https://www.husqvarna.com/uk/robotic-lawn-mowers/automower-310-mark-ii/,images/outdoor/husqvarna-automower-310-mark-ii.webp,,,Boundary-wire mower for 1000 m2 lawns with pivoting 3-blade cutting system.,2023
outdoor,Husqvarna,Automower Aspire R4,~1620 USD,6.4 kg,small,,,lawn-mow;garden;consumer;app-control;wifi;autonomous-nav;self-charging,none,,,,Slopes up to 25%,,,https://www.husqvarna.com/uk/robotic-lawn-mowers/automower-aspire-r4/,images/outdoor/husqvarna-automower-aspire-r4.webp,,,Compact boundary-wire mower for 400 m2 yards with Alexa and Google voice control.,2023
outdoor,Honda,Miimo HRM 520,2799 USD,12 kg,medium,,,lawn-mow;garden;consumer;autonomous-nav;self-charging,none,,,,Slopes up to 47% (25 deg),,,https://powerequipment.honda.com/lawn-mowers/miimo,images/outdoor/honda-miimo-hrm-520.webp,,,Boundary-wire mower for 3/4 acre with anti-theft PIN and 5 start points.,2017
outdoor,Maytronics,Dolphin Liberty 300,~999 USD,8.1 kg,medium,,150 min,pool-clean;consumer;cordless,,,,,,,,https://www.maytronics.com/en-us/store/residential-pools/cordless-cleaners/dolphin-liberty-300/99998130-EU.html,images/outdoor/maytronics-dolphin-liberty-300.webp,,,Cordless inground pool cleaner with magnetic charging and Click-Up retrieval.,2023
outdoor,Maytronics,Dolphin S300,~1099 USD,8.4 kg,medium,,120 min,pool-clean;consumer,,,,,,,,https://www.maytronics.com/en-us/residential-pools/best-seller-cleaners/dolphin-s300_99996221-USWI.html,images/outdoor/maytronics-dolphin-s300.webp,,,Wi-Fi inground pool cleaner with dual brushes and top-load filtration.,
outdoor,Wybot,A1,~399 USD,,small,,120 min,pool-clean;consumer;cordless,,,,,,,,https://www.wybotpool.com/products/wybot-a1-cordless-robotic-pool-cleaner,images/outdoor/wybot-a1.webp,,,Cordless dual-motor cleaner for flat-bottom pools up to 1076 sq ft.,2024
outdoor,Aiper,Scuba E1,~599 USD,,medium,,,pool-clean;consumer;cordless,,,,,,,,https://aiper.com/us/aiper-scuba-series/aiper-scuba-e1,images/outdoor/aiper-scuba-e1.webp,,,Above-ground pool cleaner with tri-motor system and 3600 GPH suction.,2023
outdoor,Aiper,Surfer S1,~400 USD,,medium,,,pool-clean;consumer;solar,,,,,,,,https://aiper.com/us/aiper-surfer-s1,images/outdoor/aiper-surfer-s1.webp,,,Solar-powered robotic pool surface skimmer with app support.,2023
outdoor,Pentair,Prowler 920,~1199 USD,9 kg,medium,,150 min,pool-clean;consumer,,,,,,,,https://www.pentair.com/en-us/pool-spa/products/cleaners/prowler-920-inground-robotic-pool-cleaner.html,images/outdoor/pentair-prowler-920.webp,,,Inground robotic cleaner scrubbing and vacuuming to the tile line.,
outdoor,Pentair,Prowler 830,~999 USD,8 kg,medium,,,pool-clean;consumer,,,,,,,,https://www.pentair.com/en-us/products/residential/pool-spa-equipment/pool-cleaners/kreepy_krauly_prowler920ingroundpoolcleaner.html,images/outdoor/pentair-prowler-830.webp,,,"Programmable cleaner with wireless remote scrubbing floor, walls and steps.",
outdoor,Hayward,AquaVac 500,~1369 USD,9 kg,medium,,,pool-clean;consumer,,,,,,,,https://www.poolsupplyunlimited.com/pool/hayward-rc3431cuy-aquavac-500-robotic-pool-cleaner/164194p1,images/outdoor/hayward-aquavac-500.webp,,,Dual-mode robotic cleaner with scrubbing brushes and wall climbing.,2014
outdoor,Polaris,Alpha iQ+,~1203 USD,9 kg,medium,,,pool-clean;consumer;ai-powered,,,,,,,,https://www.polarispool.com/en/products/pool-cleaners/robotic-pool-cleaners/polaris-alpha-iq-plus,images/outdoor/polaris-alpha-iq-plus.webp,,,Smart inground cleaner with adaptive cycle learning and iAquaLink app.,2020
outdoor,Polaris,Epic 8640,~1099 USD,9 kg,medium,,,pool-clean;consumer,,,,,,,,https://www.polarispool.com/en/products/pool-cleaners/robotic-pool-cleaners/polaris-epic-8640,images/outdoor/polaris-epic-8640.webp,,,Robotic cleaner with Double Helix brushes and cyclonic vacuum technology.,2021
outdoor,Zodiac,TornaX OT 3300,~700 USD,5.5 kg,medium,,,pool-clean;consumer,,,,,,,,https://www.zodiac-poolcare.com/robots-cleaners/residential-robotic-cleaners/tornax--range/ot-3200,images/outdoor/zodiac-tornax-ot-3300.webp,,,Lightweight electric cleaner with Smart-Motion system for floors and walls.,
outdoor,Betta,SE Plus,~700 USD,,medium,,30 hours,pool-clean;consumer;solar,,,,,,,,https://bettabot.com/products/betta-se-plus,images/outdoor/betta-se-plus.webp,,,Solar robotic pool surface skimmer with radar navigation and twin motors.,2025
outdoor,Smonet,SR5,~350 USD,,medium,,,pool-clean;consumer;solar,,,,,,,,https://store.smonet.com/collections/pool-cleaner,images/outdoor/smonet-sr5.webp,,,Solar-powered robotic pool surface skimmer for continuous debris removal.,
outdoor,Aquabot,Breeze IQ,~899 USD,,medium,,,pool-clean;consumer;cordless,,,,,,,,https://www.aquabot.com/,images/outdoor/aquabot-breeze-iq.webp,,,Cordless robotic cleaner with smart navigation and scrubbing brushes.,
outdoor,Degrii,Zima Lite,~599 USD,,medium,,180 min,pool-clean;consumer;cordless,,,,,,,,https://degrii.com/,images/outdoor/degrii-zima-lite.webp,,,Cordless robotic pool cleaner with ultrasonic navigation for floors and walls.,2024
outdoor,Neolix,X3,~13930 USD,,,,,commercial;delivery;autonomous-nav;ai-powered,,,500 kg,5.5 m/s,,,,https://www.neolix.ai/,images/outdoor/neolix-x3.webp,,,Driverless urban delivery van with 500kg load and 100km range.,
outdoor,Scythe Robotics,M.52,Not disclosed,Not disclosed,large,,Not disclosed,lawn-mow;autonomous-nav;commercial;ai-powered;industrial,,,,,,,,https://scytherobotics.com/meet-m-52,images/outdoor/scythe-robotics-m-52.webp,,,American all-electric autonomous commercial mower with vision-based obstacle avoidance.,2021
outdoor,Graze,Mower,Not disclosed,Not disclosed,large,,480 min,lawn-mow;autonomous-nav;commercial;ai-powered,,,,,,,,https://www.graze.com/,images/outdoor/graze-mower.webp,,,American fully autonomous electric commercial mower covering 1.6 acres hourly.,2020
outdoor,Aigen,Element,~50000 USD,Not disclosed,large,,840 min,garden;autonomous-nav;commercial;ai-powered;industrial,,,,,,,,https://www.aigen.io/,images/outdoor/aigen-element.webp,,,American solar-powered autonomous robot weeding row crops without herbicides.,2023
outdoor,NEXMOW,Nexmow,Not disclosed,Not disclosed,large,,,lawn-mow;autonomous-nav;commercial;ai-powered,,,,,,,,https://nexmow.com/,images/outdoor/nexmow-nexmow.webp,,,American autonomous electric mower built for commercial landscaping crews.,2022
